code,date,close,preclose,pct_chg,turn,amount,circ_mktcap_yi,board_number,is_first_board,ret_20d_prior,isST,board
sh.600107,2025-05-21,3.97,3.78,5.026455026455046,2.9938,42028346.7,14.03846172088984,2,False,-21.413721413721408,1,MAIN
sh.600107,2025-06-26,3.9,3.71,5.121293800539073,2.7558,37419390.77,13.578413081500836,1,True,-7.250000000000001,1,MAIN
sh.600110,2025-06-04,3.59,3.26,10.122699386503076,2.4218,145727709.38,60.17330472375917,1,True,6.5359477124183,0,MAIN
sh.600110,2025-06-17,3.86,3.51,9.971509971509974,4.0604,263300801.02,64.84602527337209,1,True,0.5730659025787732,0,MAIN
sh.600110,2025-06-18,4.25,3.86,10.103626943005196,10.9644,759463870.12,69.2663410783992,2,False,9.348441926345608,0,MAIN
sh.600110,2025-06-19,4.68,4.25,10.11764705882352,14.7895,1183668888.45,80.03440876635452,3,False,21.776504297994272,0,MAIN
sh.600110,2025-06-20,5.15,4.68,10.042735042735051,7.6241,673904817.15,88.39139270864757,4,False,34.09742120343837,0,MAIN
sh.600110,2025-06-23,5.67,5.15,10.097087378640769,27.5575,2556209090.95,92.75910699265171,5,False,50.58479532163744,0,MAIN
sh.600110,2025-06-24,6.24,5.67,10.052910052910068,26.3302,2760411376.79,104.83822290715602,6,False,67.25663716814158,0,MAIN
sh.600110,2025-06-25,6.86,6.24,9.935897435897443,27.6027,3105837648.43,112.5193422538375,7,False,84.61538461538463,0,MAIN
sh.600113,2025-06-17,15.85,14.41,9.99306037473977,3.7265,239752915.47,64.33729114987253,1,True,1.9094766619519143,0,MAIN
sh.600113,2025-06-18,17.44,15.85,10.03154574132492,5.346,373128885.74,69.79590081182192,2,False,11.61971830985915,0,MAIN
sh.600113,2025-06-20,20.69,18.81,9.994683678894225,8.7592,700124856.74,79.93022841583706,1,True,32.932862190812706,0,MAIN
sh.600113,2025-06-23,22.76,20.69,10.004833252779122,8.4462,774279567.52,91.67194330231347,2,False,46.21908127208481,0,MAIN
sh.600113,2025-06-24,25.04,22.76,10.017574692442864,6.5964,666007319.53,100.96527189527622,3,False,61.53300212916963,0,MAIN
sh.600113,2025-06-26,27.83,25.3,9.999999999999986,7.9402,862000724.05,108.56158837938591,1,True,77.41935483870968,0,MAIN
sh.600119,2025-05-14,8.56,7.78,10.025706940874034,6.5883,196595535.67,29.84010073463564,1,True,5.7065217391304435,0,MAIN
sh.600130,2025-05-06,2.63,2.5,5.200000000000005,7.0155,134659864.5,19.194621124652553,1,True,-21.13564668769716,1,MAIN
sh.600130,2025-05-07,2.76,2.63,4.942965779467667,5.1809,105641405.76,20.390551016232703,2,False,-16.242038216560516,1,MAIN
sh.600130,2025-05-12,3.05,2.9,5.1724137931034475,4.1279,92247837.65,22.347401257297896,1,True,8.614232209737827,1,MAIN
sh.600130,2025-05-14,3.14,2.99,5.0167224080267525,6.6477,152518126.83,22.9429918362742,1,True,5.653710247349819,1,MAIN
sh.600130,2025-05-19,3.22,3.07,4.885993485342022,5.6,134291380.31,23.98060362678572,1,True,-0.6472491909385147,1,MAIN
sh.600130,2025-05-21,3.37,3.21,4.984423676012462,6.2696,156306487.53,24.930854844009186,1,True,7.35785953177257,1,MAIN
sh.600130,2025-05-27,3.47,3.3,5.151515151515174,6.2353,159068213.25,25.510915793947362,1,True,15.78947368421051,1,MAIN
sh.600130,2025-05-28,3.64,3.47,4.899135446685876,7.1767,190883608.29,26.59768532751822,2,False,26.642335766423365,1,MAIN
sh.600136,2025-05-22,2.24,2.13,5.164319248826299,0.3377,14575960.6,43.162453657092094,1,True,10.362694300518127,1,MAIN
sh.600137,2025-05-19,18.58,16.89,10.005920663114251,9.1799,162529196.13,17.704898324600485,1,True,13.967611336032393,0,MAIN
sh.600137,2025-05-20,20.44,18.58,10.01076426264802,1.4882,29572592.0,19.871382878645345,2,False,27.522306108441995,0,MAIN
sh.600137,2025-05-21,22.48,20.44,9.980430528375738,5.1023,111508353.28,21.854527032906727,3,False,37.73584905660379,0,MAIN
sh.600137,2025-05-22,24.73,22.48,10.00889679715302,2.1272,51141367.97,24.041635939262875,4,False,53.13351498637602,0,MAIN
sh.600148,2025-05-20,22.23,20.21,9.995051954477985,7.1294,210184149.31,29.48132371728336,1,True,21.090473337327744,0,MAIN
sh.600148,2025-05-22,23.08,20.98,10.0095328884652,12.7656,394083855.64,30.87076640659272,1,True,25.17899761336515,0,MAIN
sh.600149,2025-05-21,5.65,5.14,9.922178988326856,5.6119,117623826.76,20.959715383381745,1,True,22.673031026252954,0,MAIN
sh.600149,2025-05-22,6.22,5.65,10.088495575221224,5.4755,127484269.44,23.28267179983563,2,False,34.204275534441805,0,MAIN
sh.600151,2025-06-06,7.22,6.56,10.060975609756095,6.7467,689554558.21,102.20619832066048,1,True,-1.7964071856287456,0,MAIN
sh.600152,2025-06-27,6.92,6.29,10.015898251192358,17.3811,616732134.83,35.482917354482744,1,True,5.536912751677847,0,MAIN
sh.600152,2025-06-30,7.61,6.92,9.97109826589595,20.3176,809839411.88,39.85900952277828,2,False,13.442622950819683,0,MAIN
sh.600156,2025-05-09,6.4,5.82,9.965635738831624,5.137,128598466.64,25.033768082538447,1,True,18.292682926829286,0,MAIN
sh.600156,2025-06-26,7.29,6.63,9.954751131221728,11.5531,323259424.82,27.980319119543672,1,True,-0.45045045045045695,0,MAIN
sh.600165,2025-05-08,4.88,4.65,4.946236559139772,1.8859,62036890.3,32.89511124661965,1,True,-2.7196652719665204,1,MAIN
sh.600165,2025-05-09,5.12,4.88,4.918032786885251,3.2331,112477918.18,34.78949558627943,2,False,7.488986784140961,1,MAIN
sh.600165,2025-05-16,5.15,4.9,5.102040816326525,1.7895,62163809.6,34.73808862810841,1,True,1.6597510373443924,1,MAIN
sh.600165,2025-06-03,4.88,4.65,4.946236559139772,2.0543,67980009.36,33.09156859270798,1,True,-5.8704453441295605,1,MAIN
sh.600172,2025-05-27,4.36,3.96,10.1010101010101,6.678,369077112.3,55.26761190476191,1,True,4.210526315789487,0,MAIN
sh.600178,2025-06-05,13.57,12.34,9.967585089141018,9.767,607799466.98,62.229903448346484,1,True,10.375670840787121,0,MAIN
sh.600184,2025-05-12,16.05,14.59,10.006854009595624,10.2699,810300564.89,78.90053115317578,1,True,29.91985752448798,0,MAIN
sh.600184,2025-06-25,16.02,14.56,10.027472527472517,11.8049,946926977.8,80.21473945564976,1,True,5.7371096586782855,0,MAIN
sh.600189,2025-05-27,8.04,7.31,9.986320109439117,6.0599,343645788.12,56.70816154061948,1,True,8.61812778603268,0,MAIN
sh.600192,2025-05-26,7.35,6.68,10.029940119760482,2.5706,82706884.0,32.17415545008947,1,True,3.2457496136012454,0,MAIN
sh.600192,2025-05-27,8.09,7.35,10.068027210884356,12.0724,428876902.27,35.525405244193365,2,False,12.903225806451601,0,MAIN
sh.600192,2025-05-28,8.9,8.09,10.012360939431408,11.8586,448618520.94,37.83064787917629,3,False,21.47147147147146,0,MAIN
sh.600192,2025-06-30,8.55,7.77,10.038610038610065,7.4626,276642777.26,37.07056217136119,1,True,-10.277136258660512,0,MAIN
sh.600193,2025-05-06,3.12,2.97,5.050505050505039,4.868,63539187.61,13.05242144823336,1,True,-0.9999999999999898,1,MAIN
sh.600193,2025-05-07,3.28,3.12,5.12820512820511,0.3335,4652975.2,13.951949625187407,2,False,3.6544850498339,1,MAIN
sh.600193,2025-05-08,3.44,3.28,4.878048780487809,0.3901,5708680.0,14.633888746475263,3,False,7.540983606557372,1,MAIN
sh.600193,2025-05-09,3.61,3.44,4.941860465116288,0.5292,8125857.3,15.354983560090703,4,False,25.090909090909097,1,MAIN
sh.600193,2025-05-12,3.79,3.61,4.986149584487531,0.4318,6961998.81,16.123202431681335,5,False,19.14191419141915,1,MAIN
sh.600193,2025-05-13,3.98,3.79,5.013192612137196,0.3862,6538188.78,16.929541118591406,6,False,17.3374613003096,1,MAIN
sh.600193,2025-05-14,4.18,3.98,5.025125628140703,21.9681,382832435.03,17.426743097036155,7,False,18.80597014925374,1,MAIN
sh.600193,2025-05-21,3.91,3.72,5.107526881720426,5.9578,96443586.18,16.187785118667968,1,True,2.4793388429752206,1,MAIN
sh.600193,2025-05-26,4.31,4.1,5.1219512195122,9.7654,175103812.89,17.93104357117988,1,True,23.867069486404823,1,MAIN
sh.600193,2025-05-28,4.63,4.41,4.9886621315192725,11.7505,222872201.7,18.96703984511297,1,True,40.445859872611464,1,MAIN
sh.600193,2025-05-29,4.86,4.63,4.967602591792675,8.3315,172213600.46,20.67017949468883,2,False,49.35483870967741,1,MAIN
sh.600193,2025-05-30,5.1,4.86,4.938271604938249,9.0132,188719509.66,20.938125156437227,3,False,62.000000000000014,1,MAIN
sh.600198,2025-05-20,9.23,8.39,10.011918951132293,5.0603,587269472.89,116.05427996166237,1,True,6.607369758576875,0,MAIN
sh.600201,2025-06-23,7.94,7.22,9.972299168975084,8.9683,792387414.52,88.35424935829532,1,True,1.9774011299434902,0,MAIN
sh.600202,2025-05-26,5.75,5.23,9.94263862332696,19.0541,414257303.0,21.741110994484128,1,True,6.517311608961318,0,MAIN
sh.600203,2025-05-06,9.6,8.73,9.9656357388316,6.2343,341641255.0,54.80025905073545,1,True,-5.519480519480513,0,MAIN
sh.600207,2025-05-19,4.57,4.15,10.120481927710845,1.2055,60014163.14,49.78362765657404,1,True,-0.7177033492822837,0,MAIN
sh.600207,2025-05-20,5.03,4.57,10.0656455142232,0.821,44987314.0,54.795753958587085,2,False,13.681592039801016,0,MAIN
sh.600212,2025-05-29,7.87,7.15,10.069930069930066,7.53,293535320.5,38.982114276228415,1,True,-6.9010416666666625,0,MAIN
sh.600212,2025-05-30,8.66,7.87,10.038119440914862,19.3218,834477116.65,43.18837358061878,2,False,3.552631578947385,0,MAIN
sh.600212,2025-06-24,8.25,7.5,10.000000000000009,9.7651,401303225.15,41.095659558017836,1,True,2.7397260273972712,0,MAIN
sh.600223,2025-05-15,8.11,7.37,10.04070556309362,3.4668,277437741.39,80.02703974558669,1,True,-1.8641810918774926,0,MAIN
sh.600223,2025-06-11,9.3,8.45,10.059171597633142,8.0486,734838777.03,91.30019842332827,1,True,15.279672578444735,0,MAIN
sh.600227,2025-06-17,2.83,2.57,10.116731517509736,9.3274,331584552.18,35.549515639942534,1,True,11.255411255411252,0,MAIN
sh.600228,2025-05-08,3.22,3.07,4.885993485342022,6.763,88615215.78,13.102944814431467,1,True,-40.0390625,1,MAIN
sh.600228,2025-05-12,3.48,3.31,5.1359516616314105,4.9442,70779094.0,14.315580680393186,1,True,-25.784753363228695,1,MAIN
sh.600228,2025-05-14,3.78,3.6,4.999999999999982,6.3559,98742854.9,15.535621218080838,1,True,-22.746781115879834,1,MAIN
sh.600228,2025-05-15,3.97,3.78,5.026455026455046,6.9686,114943500.75,16.49448967511408,2,False,-24.248496993987978,1,MAIN
sh.600228,2025-05-19,4.0,3.81,4.986876640419946,6.15,101034513.25,16.42837613821138,1,True,-23.493975903614462,1,MAIN
sh.600228,2025-05-28,4.39,4.18,5.023923444976086,6.3841,113837608.12,17.831426218260994,1,True,15.469613259668492,1,MAIN
sh.600228,2025-06-09,4.47,4.26,4.929577464788726,3.8196,70020260.59,18.33183071264007,1,True,32.29813664596273,1,MAIN
sh.600228,2025-06-11,4.79,4.56,5.043859649122817,4.4016,86278642.5,19.601654511995637,1,True,31.034482758620683,1,MAIN
sh.600228,2025-06-12,5.03,4.79,5.0104384133611735,5.2502,108404540.69,20.647697362005253,2,False,33.05555555555555,1,MAIN
sh.600228,2025-06-17,5.18,4.93,5.070993914807298,7.1648,154158191.98,21.516049572912017,1,True,29.396325459317584,1,MAIN
sh.600232,2025-06-06,6.36,5.78,10.034602076124566,3.3815,76307581.76,22.566193038592342,1,True,2.4822695035461084,0,MAIN
sh.600232,2025-06-09,7.0,6.36,10.062893081761004,0.8732,22292410.0,25.529557947778287,2,False,11.18881118881121,0,MAIN
sh.600232,2025-06-10,7.7,7.0,10.000000000000009,20.846,585408138.7,28.082516487575553,3,False,21.317157712305047,0,MAIN
sh.600232,2025-06-11,8.47,7.7,10.000000000000009,31.8022,873797913.64,27.476020955782932,4,False,34.61538461538463,0,MAIN
sh.600234,2025-05-08,7.63,7.27,4.951856946354893,1.7722,35155888.01,19.837426932626112,1,True,18.597063621533437,1,MAIN
sh.600234,2025-05-21,7.74,7.04,9.943181818181811,2.1304,42826001.38,20.102328849042436,1,True,12.82051282051282,0,MAIN
sh.600238,2025-05-08,4.78,4.55,5.054945054945059,8.4292,173676741.97,20.604178566174728,1,True,-24.543946932006644,1,MAIN
sh.600238,2025-05-26,5.65,5.38,5.018587360594795,3.1235,77246021.0,24.730597406755244,1,True,-4.6099290780141855,1,MAIN
sh.600238,2025-06-24,5.8,5.52,5.072463768115942,1.5984,40798561.15,25.52462534409409,1,True,2.6022304832713727,1,MAIN
sh.600241,2025-06-26,8.8,8.0,10.000000000000009,7.2464,184583010.9,25.472373992603227,1,True,6.24169986719787,0,MAIN
sh.600241,2025-06-27,9.68,8.8,9.999999999999986,20.8185,581814844.36,27.947010800970293,2,False,17.647058823529417,0,MAIN
sh.600241,2025-06-30,10.65,9.68,10.0206611570248,16.7466,521033190.05,31.11277453632379,3,False,28.381962864721476,0,MAIN
sh.600243,2025-05-06,2.43,2.31,5.1948051948051965,6.7484,70652257.29,10.469482735166855,1,True,-13.157894736842113,1,MAIN
sh.600243,2025-05-12,2.63,2.5,5.200000000000005,5.2643,59482231.41,11.299172047565676,1,True,5.485232067510548,1,MAIN
sh.600243,2025-05-15,2.76,2.63,4.942965779467667,8.7533,105329269.47,12.033092601647379,1,True,2.3346303501945442,1,MAIN
sh.600243,2025-05-19,2.94,2.8,5.000000000000004,2.4697,31656520.0,12.81796169575252,1,True,0.0,1,MAIN
sh.600243,2025-05-21,3.11,2.96,5.067567567567566,4.2149,56493596.55,13.403306496002278,1,True,13.409961685823756,1,MAIN
sh.600243,2025-05-28,3.26,3.1,5.161290322580636,7.1406,99500954.18,13.934536898860042,1,True,33.047210300429185,1,MAIN
sh.600243,2025-06-16,3.22,3.07,4.885993485342022,3.1753,44068532.2,13.878541303183951,1,True,11.231884057971019,1,MAIN
sh.600249,2025-05-15,6.18,5.62,9.964412811387891,21.1014,699130081.23,33.131928745486086,1,True,1.6274864376130127,0,MAIN
sh.600250,2025-06-03,9.49,8.63,9.965237543453064,10.8752,310246312.26,28.527871879137855,1,True,2.6159334126040434,0,MAIN
sh.600250,2025-06-09,11.17,10.15,10.049261083743843,18.6254,610128472.57,32.75787218368465,1,True,18.023255813953497,0,MAIN
sh.600250,2025-06-11,12.8,11.64,9.965635738831624,18.5276,697628024.79,37.653448087717784,1,True,35.34883720930233,0,MAIN
sh.600250,2025-06-12,14.08,12.8,9.999999999999986,13.8605,595102177.32,42.935116144439235,2,False,48.31981460023174,0,MAIN
sh.600250,2025-06-26,11.74,10.67,10.028116213683225,16.0356,557469708.65,34.764505765297216,1,True,21.942857142857154,0,MAIN
sh.600259,2025-05-06,39.59,35.99,10.002778549597124,8.8587,1166261755.24,131.6515691060765,1,True,6.040070713022994,0,MAIN
sh.600259,2025-05-20,46.64,42.4,10.000000000000009,11.2769,1705182415.28,151.21020983426297,1,True,17.321527393469836,0,MAIN
sh.600259,2025-06-03,47.3,43.0,9.999999999999986,8.5495,1329815251.35,155.54304361073747,1,True,18.91592920353984,0,MAIN
sh.600259,2025-06-04,52.03,47.3,10.000000000000009,7.2901,1230861759.66,168.840174985254,2,False,31.425395943317568,0,MAIN
sh.600259,2025-06-16,61.38,55.8,10.000000000000009,14.7449,2976312723.01,201.8537069095077,1,True,31.417804992934517,0,MAIN
sh.600262,2025-05-07,23.63,21.48,10.009310986964604,12.3305,485241480.83,39.3529443923604,1,True,19.599109131403125,0,MAIN
sh.600265,2025-05-19,16.15,15.38,5.006501950585163,1.4565,29824856.0,20.477072433916923,1,True,-15.772179627601313,1,MAIN
sh.600265,2025-06-20,17.33,16.5,5.030303030303029,0.9417,20990539.06,22.290048911542954,1,True,0.7941356139279154,1,MAIN
sh.600265,2025-06-30,17.69,16.85,4.985163204747778,1.1902,27274701.0,22.916065367165185,1,True,-0.4725339633786074,1,MAIN
sh.600279,2025-05-21,6.29,5.72,9.96503496503498,7.9788,587882628.33,73.680582083772,1,True,6.517690875232773,0,MAIN
sh.600279,2025-05-22,6.92,6.29,10.015898251192358,10.6156,800166951.49,75.37651677625381,2,False,19.581749049429664,0,MAIN
sh.600280,2025-06-12,3.89,3.54,9.887005649717516,13.2901,563898782.44,42.4299879188268,1,True,2.3121387283236983,0,MAIN
sh.600281,2025-05-06,4.68,4.25,10.11764705882352,15.1116,344984986.92,22.82915025013897,1,True,16.758241758241766,0,MAIN
sh.600281,2025-05-12,4.74,4.31,9.976798143851529,9.6997,234300852.94,24.155474183737642,1,True,37.261146496815265,0,MAIN
sh.600281,2025-05-16,5.05,4.59,10.02178649237473,17.6534,447615445.5,25.355764073776154,1,True,34.210526315789465,0,MAIN
sh.600281,2025-05-19,5.56,5.05,10.099009900990088,20.1264,556699390.09,27.660157310298914,2,False,48.96755162241886,0,MAIN
sh.600281,2025-06-11,6.0,5.45,10.09174311926606,10.2003,307268801.5,30.12350631844161,1,True,14.978902953586504,0,MAIN
sh.600281,2025-06-12,6.6,6.0,9.999999999999986,17.9994,606684440.38,33.70581465937753,2,False,30.434782608695656,0,MAIN
sh.600281,2025-06-13,7.26,6.6,10.000000000000009,29.9527,1098052790.53,36.659559589953496,3,False,34.96932515337423,0,MAIN
sh.600281,2025-06-17,8.45,7.68,10.026041666666652,33.5809,1393169134.34,41.48695044921369,1,True,52.07920792079208,0,MAIN
sh.600281,2025-06-27,6.84,6.22,9.967845659164,12.7796,444337631.04,34.769290982503364,1,True,16.917293233082688,0,MAIN
sh.600284,2025-05-13,7.06,6.42,9.968847352024923,7.6004,506885684.03,66.6919746368612,1,True,-2.1341463414634054,0,MAIN
sh.600289,2025-05-13,5.92,5.64,4.964539007092195,3.2124,106644598.3,33.197795511144314,1,True,0.0,1,MAIN
sh.600289,2025-06-04,5.28,5.03,4.97017892644136,1.7281,51346039.45,29.71242373126555,1,True,-13.425129087779675,1,MAIN
sh.600289,2025-06-05,5.54,5.28,4.924242424242431,1.061,32771850.0,30.887700282752125,2,False,-6.878306878306873,1,MAIN
sh.600289,2025-06-06,5.82,5.54,5.054151624548742,1.1432,37622561.82,32.90986863191043,3,False,-5.782312925170063,1,MAIN
sh.600289,2025-06-17,6.15,5.86,4.948805460750849,3.1262,107191420.51,34.28808793743203,1,True,-0.17035775127768327,1,MAIN
sh.600289,2025-06-18,6.46,6.15,5.040650406504055,3.3212,120886214.94,36.39835449235216,2,False,4.237288135593209,1,MAIN
sh.600289,2025-06-20,6.47,6.16,5.032467532467533,2.0115,72409795.0,35.99790952025852,1,True,6.944444444444442,1,MAIN
sh.600289,2025-06-23,6.79,6.47,4.945904173106652,3.4617,131101778.56,37.87207977583268,2,False,11.744386873920543,1,MAIN
sh.600289,2025-06-24,7.13,6.79,5.007363770250373,1.4754,58523541.54,39.666220374135825,3,False,17.881944444444443,1,MAIN
sh.600289,2025-06-25,7.49,7.13,5.049088359046294,0.6704,28190300.0,42.04997016706444,4,False,25.749559082892425,1,MAIN
sh.600289,2025-06-27,7.62,7.26,4.958677685950419,3.6934,158254339.78,42.8478745275356,1,True,41.796875,1,MAIN
sh.600302,2025-06-18,6.53,5.94,9.932659932659927,7.7245,171245875.9,22.1691858243252,1,True,3.304347826086973,0,MAIN
sh.600303,2025-05-06,4.24,3.85,10.129870129870122,6.6513,187045682.0,28.12167275570189,1,True,17.737003058103973,0,MAIN
sh.600318,2025-06-25,9.9,9.0,10.000000000000009,30.8828,1542537194.92,49.948100396337125,1,True,2.2727272727272707,0,MAIN
sh.600319,2025-06-30,6.53,5.94,9.932659932659927,10.0099,202742835.71,20.25423188143738,1,True,-0.1680672268907557,0,MAIN
sh.600322,2025-06-06,2.71,2.46,10.162601626016254,7.9891,231082272.97,28.92469401684796,1,True,6.956521739130439,0,MAIN
sh.600336,2025-05-19,7.66,6.96,10.057471264367823,4.904,297110914.76,60.58542307504078,1,True,11.359999999999992,0,MAIN
sh.600340,2025-05-16,2.83,2.57,10.116731517509736,5.4608,580325154.84,106.27108754028716,1,True,16.8181818181818,0,MAIN
sh.600340,2025-05-19,3.11,2.83,9.893992932862194,2.0088,242843357.09,120.88976358522503,2,False,29.22374429223744,0,MAIN
sh.600343,2025-05-19,13.06,11.87,10.025273799494538,4.4964,355548485.4,79.07403376034159,1,True,3.5776614310645494,0,MAIN
sh.600353,2025-06-09,10.84,9.85,10.050761421319798,5.9035,525116318.92,88.94999897010248,1,True,7.415485278080691,0,MAIN
sh.600353,2025-06-10,11.92,10.84,9.963099630996307,8.5761,838760715.52,97.80211465817794,2,False,19.25192519251926,0,MAIN
sh.600355,2025-05-15,2.56,2.44,4.918032786885251,9.1571,114399838.36,12.493020537069597,1,True,-27.810650887573964,1,MAIN
sh.600355,2025-05-21,2.8,2.67,4.868913857677892,11.5117,154680964.42,13.436848112789596,1,True,-16.562500000000004,1,MAIN
sh.600355,2025-05-27,2.85,2.71,5.166051660516602,13.9159,192863245.53,13.859200305406047,1,True,-11.726384364820841,1,MAIN
sh.600355,2025-05-28,2.99,2.85,4.912280701754401,12.7087,183795568.27,14.462184823782135,2,False,-3.3898305084745783,1,MAIN
sh.600355,2025-06-04,3.01,2.87,4.878048780487787,8.1587,118975846.7,14.582696593820096,1,True,8.301886792452828,1,MAIN
sh.600355,2025-06-23,2.99,2.85,4.912280701754401,3.2071,46724241.0,14.569000342988991,1,True,4.395604395604402,1,MAIN
sh.600358,2025-05-14,4.73,4.5,5.111111111111111,2.2948,53825413.73,23.455383358026843,1,True,6.132075471698117,1,MAIN
sh.600358,2025-05-29,4.97,4.73,5.073995771670181,0.2035,5107669.0,25.099110565110564,1,True,17.955112219451387,1,MAIN
sh.600358,2025-05-30,5.22,4.97,5.030181086519114,0.0483,1272636.0,26.34857142857143,2,False,18.0522565320665,1,MAIN
sh.600358,2025-06-03,5.48,5.22,4.9808429118774145,0.5163,14285812.0,27.66959519659113,3,False,21.113689095127608,1,MAIN
sh.600358,2025-06-04,5.75,5.48,4.92700729927007,0.9419,27348132.75,29.035070336553773,4,False,24.82915717539864,1,MAIN
sh.600358,2025-06-05,6.04,5.75,5.043478260869572,0.5491,16746504.0,30.498095064651245,5,False,30.090497737556564,1,MAIN
sh.600358,2025-06-06,6.34,6.04,4.966887417218535,0.4056,12984326.34,32.01263890532544,6,False,38.850574712643684,1,MAIN
sh.600358,2025-06-09,6.66,6.34,5.047318611987395,0.2391,8042322.96,33.63581329987453,7,False,45.08009153318078,1,MAIN
sh.600358,2025-06-10,6.99,6.66,4.954954954954949,0.6322,22312093.98,35.29277757038912,8,False,50.0,1,MAIN
sh.600358,2025-06-11,7.34,6.99,5.007153075822601,0.6766,25077675.18,37.0642553650606,9,False,57.787810383747185,1,MAIN
sh.600358,2025-06-12,7.71,7.34,5.040871934604896,0.5172,20133053.61,38.9270178074246,10,False,63.111111111111114,1,MAIN
sh.600358,2025-06-26,6.49,6.18,5.016181229773475,5.0165,162161275.49,32.32558068175023,1,True,30.655391120507392,1,MAIN
sh.600360,2025-06-05,7.69,7.32,5.054644808743181,3.9814,289684422.36,72.75943697191944,1,True,14.913657770800626,1,MAIN
sh.600360,2025-06-18,7.86,7.49,4.939919893190914,2.9169,216756335.22,74.3105129486784,1,True,14.701378254211338,1,MAIN
sh.600360,2025-06-26,8.25,7.86,4.961832061068705,4.5299,358836233.2,79.21504518863551,1,True,13.41991341991342,1,MAIN
sh.600365,2025-05-07,3.13,2.98,5.033557046979853,1.6465,21267284.82,12.916662508351047,1,True,13.307984790874539,1,MAIN
sh.600365,2025-05-29,3.21,3.06,4.90196078431373,1.3032,17339132.42,13.305043293431556,1,True,2.0000000000000018,1,MAIN
sh.600365,2025-05-30,3.37,3.21,4.984423676012462,2.1396,29854444.94,13.953283295943168,2,False,1.904761904761898,1,MAIN
sh.600365,2025-06-09,3.41,3.25,4.923076923076919,1.889,26266109.41,13.9047694070937,1,True,4.5016077170418,1,MAIN
sh.600366,2025-06-11,9.61,8.74,9.954233409610968,14.3843,1446952487.33,100.59248537155092,1,True,3.4319526627219155,0,MAIN
sh.600366,2025-06-12,10.57,9.61,9.989594172736748,18.6469,2027999489.89,108.75799676568224,2,False,15.643802647412741,0,MAIN
sh.600366,2025-06-30,10.86,9.87,10.030395136778123,16.0132,1774860425.71,110.83733580483599,1,True,24.307304785894203,0,MAIN
sh.600367,2025-06-13,14.59,13.26,10.030165912518862,15.4285,707240438.91,45.83987029912175,1,True,-4.391648668106562,0,MAIN
sh.600367,2025-06-25,16.98,15.44,9.97409326424872,24.4868,1318817534.34,53.8583046514857,1,True,15.396113602391615,0,MAIN
sh.600370,2025-05-14,2.08,1.89,10.052910052910068,1.0597,84260794.0,79.51381900537888,1,True,12.5,0,MAIN
sh.600375,2025-05-08,6.28,5.71,9.982486865148864,2.9201,199202017.02,68.21753262559501,1,True,-7.903225806451619,0,MAIN
sh.600379,2025-05-21,10.85,9.86,10.040567951318469,3.1258,109612495.55,35.06702141851685,1,True,7.759562841530054,0,MAIN
sh.600379,2025-05-22,11.94,10.85,10.046082949308754,5.1911,204469674.82,39.38850625493633,2,False,18.063112078346034,0,MAIN
sh.600379,2025-06-23,11.54,10.49,10.0095328884652,6.6769,245307339.06,36.73970541119382,1,True,-12.144053601340033,0,MAIN
